Mean_Y_Luminance,Mean_G_RGB,GRGB_Value
1.041666666666666714e+02,9.427867746288798401e+01,1.879558591872595441e+00
1.034979757085020253e+02,9.370512820512820440e+01,1.927965182887281248e+00
1.041018893387314392e+02,9.376585695006747301e+01,1.883285574108213289e+00
1.039588394062078294e+02,9.417678812415654477e+01,1.909536630991622630e+00
1.047024291497975668e+02,9.468488529014844346e+01,1.874702946703199924e+00
1.046734143049932584e+02,9.480836707152496956e+01,1.883066218964283056e+00
1.044129554655870464e+02,9.495209176788124239e+01,1.904192056483085427e+00
1.045951417004048523e+02,9.521322537112010309e+01,1.886556267261171094e+00
1.044487179487179418e+02,9.476788124156544768e+01,1.882945763303615516e+00
1.046099865047233521e+02,9.506072874493926861e+01,1.885293751823992503e+00
1.045750487329434719e+02,9.436257309941520077e+01,1.865497801540449085e+00
1.044282001299545186e+02,9.445484080571799268e+01,1.861888945780199034e+00
1.042105263157894797e+02,9.463547758284600775e+01,1.892662006798927932e+00
1.043599740090968169e+02,9.430279402209227158e+01,1.898419046336434768e+00
1.041942820012995412e+02,9.429434697855749903e+01,1.886379824491822177e+00
1.042560103963612761e+02,9.428914879792073123e+01,1.869753581530106068e+00
1.038797920727745350e+02,9.374528914879792296e+01,1.860886552413142381e+00
1.040084470435347583e+02,9.375113710201429740e+01,1.865387303318283729e+00
1.037153996101364584e+02,9.420792722547108156e+01,1.932896495030531847e+00
1.040688758934372942e+02,9.421572449642624747e+01,1.923945850017841686e+00
1.037147498375568517e+02,9.405977907732294341e+01,1.940272879402531458e+00
1.037881741390513355e+02,9.394801819363222251e+01,1.922920484856467382e+00
1.037121507472384678e+02,9.432423651721897784e+01,1.939347119534231556e+00
1.039701104613385354e+02,9.435282651072124338e+01,1.939782793239055003e+00
1.042423651721897357e+02,9.478492527615334495e+01,1.919657161668327339e+00
1.043385315139701106e+02,9.470045484080571896e+01,1.901880311255349731e+00
1.042787524366471672e+02,9.487524366471734538e+01,1.902235361482422338e+00
1.043144899285250204e+02,9.491098115659519863e+01,1.899097391634785303e+00
1.044320987654321016e+02,9.451137102014294555e+01,1.859827205796741545e+00
1.042417153996101433e+02,9.440870695256660383e+01,1.880336444769205251e+00
1.044048083170890209e+02,9.458544509421702173e+01,1.885133526907841972e+00
1.036959064327485436e+02,9.412475633528265462e+01,1.923023328207577709e+00
1.038219623131903830e+02,9.460623781676413557e+01,1.920907633769903367e+00
1.042508122157244941e+02,9.444704353476282677e+01,1.869871717548938994e+00
1.040045484080571754e+02,9.473684210526316463e+01,1.896604498720134480e+00
1.041319038336582139e+02,9.379337231968810329e+01,1.863131298963212057e+00
1.037368421052631646e+02,9.358804418453540563e+01,1.889942736867202377e+00
1.044333983105912864e+02,9.410006497725795782e+01,1.851269331046109468e+00
1.033827160493827222e+02,9.366016894087069034e+01,1.915919917587468380e+00
1.038700454840805776e+02,9.394931773879142156e+01,1.869389625870666816e+00
1.035977907732293630e+02,9.371604938271605079e+01,1.926963051340801147e+00
1.039694606887589288e+02,9.390188434048083366e+01,1.851753823793024889e+00
1.044879792072774478e+02,9.394736842105263008e+01,1.840951206598488543e+00
1.038965517241379359e+02,9.392464878671775352e+01,1.863340914512953361e+00
1.036309067688378036e+02,9.367624521072796995e+01,1.893776245295326399e+00
1.035957854406130281e+02,9.385568326947637274e+01,1.895593748406992018e+00
1.037464878671775210e+02,9.436079182630906814e+01,1.915620198519516482e+00
1.037669220945083026e+02,9.342464878671775352e+01,1.844258736809565313e+00
1.038301404853128957e+02,9.377522349936143087e+01,1.864062654728979140e+00
1.035440613026819960e+02,9.323882503192848503e+01,1.908442790604895745e+00
1.033952745849297514e+02,9.344252873563218031e+01,1.903026399025953719e+00
1.037899106002554248e+02,9.344891443167304601e+01,1.839896984804308744e+00
1.038326947637292506e+02,9.361877394636015026e+01,1.846566504676650178e+00
1.033180076628352424e+02,9.374584929757342877e+01,1.928943096900339160e+00
1.035006385696040923e+02,9.375925925925925242e+01,1.939819809892897595e+00
1.032937420178799499e+02,9.357790549169860128e+01,1.914201015501673542e+00
1.040038314176245251e+02,9.350957854406129854e+01,1.844220982324548563e+00
1.036973180076628296e+02,9.334355044699871939e+01,1.834762343674604557e+00
1.036704980842911823e+02,9.303831417624520839e+01,1.823149250448589331e+00
1.035255427841634770e+02,9.361111111111111427e+01,1.893211270173010163e+00
1.039099616858237596e+02,9.379693486590038276e+01,1.853781526924843437e+00
1.033665389527458558e+02,9.364112388250319441e+01,1.894881165958603564e+00
1.033582375478927133e+02,9.349680715197956715e+01,1.896237447240141538e+00
1.038097062579821142e+02,9.393167305236271147e+01,1.866288516177742052e+00
1.034220945083013987e+02,9.360983397190294397e+01,1.910083117114951268e+00
1.035344827586206833e+02,9.374137931034482563e+01,1.888386210556690870e+00
1.039578544061302665e+02,9.440613026819923448e+01,1.885828781400034515e+00
1.039540229885057414e+02,9.378160919540229656e+01,1.851757739468566699e+00
1.035038314176245251e+02,9.394699872286079767e+01,1.918708522747727407e+00
1.039444444444444429e+02,9.405810983397189773e+01,1.867366646597882651e+00
1.039629629629629619e+02,9.375542784163474153e+01,1.867482012674238856e+00
1.032745849297573386e+02,9.330523627075351101e+01,1.898428431866262311e+00
1.038531289910600321e+02,9.374137931034482563e+01,1.859037483384116785e+00
1.039687100893997496e+02,9.364367816091953500e+01,1.841952665871696926e+00
1.035415070242656412e+02,9.388122605363984974e+01,1.896642655899297036e+00
1.037011494252873547e+02,9.375542784163474153e+01,1.884656363202593221e+00
1.033077905491698658e+02,9.390868454661557507e+01,1.939574439333494160e+00
1.032286079182630942e+02,9.341762452107279557e+01,1.901100205885248196e+00
1.038205619412515972e+02,9.388250319284802003e+01,1.855958027136856536e+00
1.036653895274584869e+02,9.376628352490421037e+01,1.865416680259265547e+00
1.036628352490421463e+02,9.349106002554277950e+01,1.861625188687329402e+00
1.033435504469987194e+02,9.359195402298850297e+01,1.902493724740449199e+00
1.037107279693486532e+02,9.408620689655172953e+01,1.896990701703993087e+00
1.035134099616858236e+02,9.354342273307790379e+01,1.884713457785099688e+00
1.035012771392081703e+02,9.360217113665389377e+01,1.885758069343258514e+00
1.033045977011494188e+02,9.309578544061302807e+01,1.908298999110402905e+00
1.032790549169859560e+02,9.374584929757342877e+01,1.925624049392326009e+00
1.033033205619412485e+02,9.338186462324392778e+01,1.901713479785138272e+00
1.034706257982120121e+02,9.373946360153256308e+01,1.919203853951763961e+00
1.037247765006385691e+02,9.387100893997445894e+01,1.873501446715822638e+00
1.039802043422733107e+02,9.376436781609194782e+01,1.877160191213631535e+00
1.031992337164750921e+02,9.337420178799489179e+01,1.909645628896678105e+00
1.038346104725415131e+02,9.345657726692209621e+01,1.842413956414756360e+00
1.039284802043422786e+02,9.366922094508301200e+01,1.849605505891164459e+00
1.036992337164750921e+02,9.410089399744572347e+01,1.883472494962930899e+00
1.036289910600255411e+02,9.368837803320562330e+01,1.902558111984542277e+00
1.036596424010217135e+02,9.350510855683269540e+01,1.864178933213267886e+00
1.036091954022988517e+02,9.395721583652617426e+01,1.887087429696853391e+00
1.037388250319284850e+02,9.359067688378033267e+01,1.859507759307912789e+00
1.036730523627075371e+02,9.336398467432950099e+01,1.838297110813440938e+00
1.033684546615581041e+02,9.376756066411239487e+01,1.918907979840641875e+00
1.034144316730523627e+02,9.346232439335886966e+01,1.905311409814379964e+00
1.034176245210727956e+02,9.335185185185184764e+01,1.880639323078080682e+00
1.038959131545338437e+02,9.428033205619412627e+01,1.877529533003810425e+00
1.032426564495529959e+02,9.316602809706257915e+01,1.895777300129154241e+00
1.038205619412515972e+02,9.386143039591316040e+01,1.870919502304343451e+00
1.035593869731800822e+02,9.377522349936143087e+01,1.887467963735444343e+00
1.039406130268199178e+02,9.401660280970625649e+01,1.866903021844059429e+00
1.035715197956577214e+02,9.339655172413793593e+01,1.890588175552964767e+00
1.035689655172413808e+02,9.351340996168582365e+01,1.892158069629720885e+00
1.041832694763729279e+02,9.416475095785440885e+01,1.878424534277203461e+00
1.034872286079182686e+02,9.369731800766282959e+01,1.916587954476312028e+00
1.034916985951468718e+02,9.360280970625798602e+01,1.909938748591937019e+00
1.041519795657726632e+02,9.404214559386973349e+01,1.860563160792123361e+00
1.033767560664112324e+02,9.345785440613026651e+01,1.891535308220880118e+00
1.040849297573435450e+02,9.368965517241379359e+01,1.856848006909539439e+00
1.036123882503192846e+02,9.369604086845465929e+01,1.880941143284427408e+00
1.032337164750957896e+02,9.333141762452106605e+01,1.912772658266954195e+00
1.032892720306513468e+02,9.341315453384419243e+01,1.897122254551730780e+00
1.035229885057471222e+02,9.336845466155810414e+01,1.864857200289029127e+00
1.037452107279693507e+02,9.359003831417624042e+01,1.865565634056955968e+00
1.037854406130268217e+02,9.363090676883780361e+01,1.867037668865563660e+00
1.041379310344827616e+02,9.362260536398467536e+01,1.857099771836568491e+00
1.035702426564495511e+02,9.353831417624520839e+01,1.895089539788249011e+00
1.036839080459770059e+02,9.348914431673051695e+01,1.890419436726126667e+00
1.041040868454661563e+02,9.418199233716475760e+01,1.867873037485553001e+00
1.039335887611749740e+02,9.389016602809705603e+01,1.880890448399337167e+00
1.041206896551724128e+02,9.427650063856960116e+01,1.900442608875600570e+00
1.036724137931034448e+02,9.366985951468710425e+01,1.903036022002544403e+00
1.037618135376756072e+02,9.398084291187738870e+01,1.914888484998749529e+00
1.037241379310344769e+02,9.358620689655172953e+01,1.893040867773825520e+00
1.034086845466155751e+02,9.326819923371647292e+01,1.896270803082486855e+00
1.038831417624521123e+02,9.329054916985951706e+01,1.846589127295340305e+00
1.034048531289910642e+02,9.324010217113665533e+01,1.905594647479048609e+00
1.034469987228607977e+02,9.369667943805875154e+01,1.922506255152311327e+00
1.035159642401021642e+02,9.331098339719029866e+01,1.893364531274002616e+00
1.038429118773946414e+02,9.414559386973179755e+01,1.894262324972034728e+00
1.036257982120051082e+02,9.363026819923371136e+01,1.911483033735196457e+00
1.042215836526181363e+02,9.360919540229885172e+01,1.851183424476223305e+00
1.037298850574712645e+02,9.365772669220945090e+01,1.915122060769483880e+00
1.041226053639846754e+02,9.436462324393359324e+01,1.869195088929235027e+00
1.037911877394635951e+02,9.407918263090677158e+01,1.900556632465771223e+00
1.036922094508301342e+02,9.386398467432950099e+01,1.903221748560376181e+00
1.037873563218390842e+02,9.420306513409961724e+01,1.912166784763181138e+00
1.036538952745849258e+02,9.398914431673051695e+01,1.912039953284216942e+00
1.043607918263090681e+02,9.423435504469986768e+01,1.862339564530403280e+00
1.037567049808429118e+02,9.364367816091953500e+01,1.865675811787240068e+00
1.036372924648786693e+02,9.390868454661557507e+01,1.927778972195250295e+00
1.039923371647509640e+02,9.388250319284802003e+01,1.915416155042613422e+00
1.039106002554278376e+02,9.415900383141762120e+01,1.905371012828053878e+00
1.042068965517241423e+02,9.453384418901660524e+01,1.922336099189368985e+00
1.043722860791826292e+02,9.437228607918262924e+01,1.868603127604467229e+00
1.040063856960408657e+02,9.492081736909322842e+01,1.934926383863612820e+00
1.046436781609195350e+02,9.470753512132822038e+01,1.868851810964144988e+00
1.041641123882503166e+02,9.454278416347382574e+01,1.877557459493791825e+00
1.036455938697317976e+02,9.404086845466156319e+01,1.904016140449302119e+00
1.039418901660281023e+02,9.465708812260535865e+01,1.891984585025267229e+00
1.035255427841634770e+02,9.448914431673051695e+01,1.942114045681455181e+00
1.034597701149425291e+02,9.390357598978287967e+01,1.922352793664017678e+00
1.033524904214559399e+02,9.385057471264367734e+01,1.916170910694847240e+00
1.034380587484035772e+02,9.409961685823755317e+01,1.919259452852125847e+00
1.033754789272030621e+02,9.387611749680715434e+01,1.922724050888862113e+00
1.036334610472541442e+02,9.400893997445722050e+01,1.912208207047862540e+00
1.035957854406130281e+02,9.391570881226053302e+01,1.902199092331387842e+00
1.033754789272030621e+02,9.388952745849297798e+01,1.923747017258806480e+00
1.038754789272030621e+02,9.439655172413793593e+01,1.889592330483158111e+00
1.038263090676883849e+02,9.384802043422733675e+01,1.882137483827722946e+00
1.034572158365261743e+02,9.389016602809705603e+01,1.900951485015594411e+00
1.041206896551724128e+02,9.432891246684350506e+01,1.871684083544170596e+00
1.037592838196286493e+02,9.435610079575596387e+01,1.921046743169531723e+00
1.038965517241379359e+02,9.423740053050397592e+01,1.909096780986345721e+00
1.038527851458885891e+02,9.446883289124667726e+01,1.921709442828391623e+00
1.039595490716180421e+02,9.433421750663130467e+01,1.904951536622188968e+00
1.042194960212201522e+02,9.447745358090185164e+01,1.861704153140524731e+00
1.042891246684350079e+02,9.465716180371352095e+01,1.885206412309760715e+00
1.037334217506631262e+02,9.389323607427056118e+01,1.912954440038838300e+00
1.036326259946949619e+02,9.395358090185676758e+01,1.919778625138427230e+00
1.039025198938992105e+02,9.386007957559681358e+01,1.874803828745609469e+00
1.037122015915119420e+02,9.374602122015915029e+01,1.897902823424551411e+00
1.041120689655172384e+02,9.457559681697613030e+01,1.886787885817922561e+00
1.036684350132625951e+02,9.371750663129974157e+01,1.895965194265439191e+00
1.037042440318302425e+02,9.414190981432361127e+01,1.917552902978373774e+00
1.037625994694960241e+02,9.419230769230769340e+01,1.912500977751067088e+00
1.044151193633952204e+02,9.436007957559681358e+01,1.870941185977407439e+00
1.041856763925729439e+02,9.407625994694960525e+01,1.859693297670963918e+00
1.040132625994694990e+02,9.469098143236074350e+01,1.920417058623692164e+00
1.042526525198938998e+02,9.454973474801060718e+01,1.868106219679786406e+00
1.040457559681697575e+02,9.467307692307691980e+01,1.925708230392430220e+00
1.043574270557029138e+02,9.456167108753315631e+01,1.862609675346118099e+00
1.040039787798408497e+02,9.468169761273209417e+01,1.922002768284026608e+00
1.043972148541114109e+02,9.514854111405836079e+01,1.890713727489603535e+00
1.038806366047745371e+02,9.459283819628647905e+01,1.906948620237141956e+00
1.040278514588859480e+02,9.504442970822280756e+01,1.935551251074857149e+00
1.041226790450928377e+02,9.462732095490716233e+01,1.895050729069824635e+00
1.042824933687002584e+02,9.431233421750663126e+01,1.854389714368138042e+00
1.038143236074270561e+02,9.391976127320954504e+01,1.885882943293281544e+00
1.038587533156498637e+02,9.389655172413793593e+01,1.896747903784506750e+00
1.040019893899204249e+02,9.389522546419098603e+01,1.881160466783411422e+00
1.038189655172413808e+02,9.392705570291776951e+01,1.894815272138326234e+00
1.042334217506631262e+02,9.458554376657825458e+01,1.876433482298061950e+00
1.042751989389920482e+02,9.413328912466843690e+01,1.886091743965017331e+00
1.038978779840848858e+02,9.405769230769230660e+01,1.906762174628406470e+00
1.038236074270557054e+02,9.391644562334217028e+01,1.891545552215828652e+00
1.037334217506631262e+02,9.400928381962864933e+01,1.914271945495514604e+00
1.039416445623342184e+02,9.375729442970822447e+01,1.852691295906029101e+00
1.036266578249336874e+02,9.382692307692308020e+01,1.902609686944041867e+00
1.037771883289124730e+02,9.410477453580901397e+01,1.904207095892813673e+00
1.038812997347480120e+02,9.415649867374004600e+01,1.909326465833468101e+00
1.043435013262599540e+02,9.440649867374004600e+01,1.865842072167346322e+00
1.037831564986737334e+02,9.433289124668435477e+01,1.932566613866180338e+00
1.038925729442970862e+02,9.411604774535808815e+01,1.909637294180281053e+00
1.040616710875331563e+02,9.481432360742705612e+01,1.927263043607488679e+00
1.041067639257294388e+02,9.475530503978779961e+01,1.930526663502116769e+00
1.040019893899204249e+02,9.437002652519893786e+01,1.901048214652377499e+00
1.040198938992042486e+02,9.479509283819628251e+01,1.927537603727270454e+00
1.040291777188328979e+02,9.429641909814323242e+01,1.907517707064337209e+00
1.040709549071618056e+02,9.409350132625995400e+01,1.889882443732987083e+00
1.043070291777188316e+02,9.460013262599468931e+01,1.889137359461906307e+00
1.038527851458885891e+02,9.431366047745358117e+01,1.921036029291237845e+00
1.039370026525198938e+02,9.418435013262599398e+01,1.899213236497676593e+00
1.040013262599469499e+02,9.435477453580901397e+01,1.915688385123371917e+00
1.036624668435013206e+02,9.371551724137931672e+01,1.913097703498412905e+00
1.034277188328912445e+02,9.377055702917772351e+01,1.926649780997397476e+00
1.037267904509283767e+02,9.414588859416446098e+01,1.918070098851052840e+00
1.042877984084880580e+02,9.432692307692308020e+01,1.851952935899219721e+00
1.038183023872679058e+02,9.410610079575596387e+01,1.906828246872965593e+00
1.042917771883289078e+02,9.441379310344827047e+01,1.864819332676523000e+00
1.039429708222811684e+02,9.424734748010610019e+01,1.884735499512022461e+00
1.040537135278514569e+02,9.422612732095490173e+01,1.890619565361723931e+00
1.040278514588859480e+02,9.446949602122015222e+01,1.903743299735656258e+00
1.041651193633952204e+02,9.425066312997347495e+01,1.890917305446935259e+00
1.040212201591511985e+02,9.448607427055702601e+01,1.912954363817702230e+00
1.044688328912466773e+02,9.486604774535808815e+01,1.882543026745527648e+00
1.041187002652519880e+02,9.442307692307691980e+01,1.905330664296668086e+00
1.041637931034482705e+02,9.453315649867373338e+01,1.912211258479767473e+00
1.042778514588859480e+02,9.451923076923077360e+01,1.879228107625946720e+00
1.042148541114058418e+02,9.469230769230769340e+01,1.910150827426390308e+00
1.046027851458885891e+02,9.463726790450928661e+01,1.863240911267889821e+00
1.041485411140583608e+02,9.468103448275861922e+01,1.907582296211369322e+00
1.039031830238726855e+02,9.460411140583553902e+01,1.925738351126673464e+00
1.040046419098143247e+02,9.451591511936339884e+01,1.907779574409119938e+00
1.040557029177718817e+02,9.454708222811670737e+01,1.912764135856053205e+00
1.040000000000000000e+02,9.487665782493368738e+01,1.933220796724680834e+00
1.040484084880636573e+02,9.496618037135279167e+01,1.937548550343833886e+00
1.039820954907161763e+02,9.449801061007957514e+01,1.920005603089689261e+00
1.039535809018567676e+02,9.386803713527851301e+01,1.841466252852905772e+00
1.042572944297082245e+02,9.412400530503978757e+01,1.853132387327354191e+00
1.039562334217506674e+02,9.431432360742705612e+01,1.909224719261037428e+00
1.039025198938992105e+02,9.421153846153846700e+01,1.905988499759868615e+00
1.038160919540229941e+02,9.382439335887612231e+01,1.885883416223109066e+00
1.038001277139208156e+02,9.414176245210728666e+01,1.892604879461926126e+00
1.037675606641123949e+02,9.427139208173690577e+01,1.902442180491301427e+00
1.037420178799489179e+02,9.402554278416347699e+01,1.901997883793225430e+00
1.040191570881226113e+02,9.443550446998722236e+01,1.926873328628981419e+00
1.038320561941251583e+02,9.441187739463602213e+01,1.927889311189260546e+00
1.039961685823754749e+02,9.451596424010216424e+01,1.896720477426874440e+00
1.042407407407407476e+02,9.461430395913154712e+01,1.878643446021837748e+00
1.036660280970625791e+02,9.402426564495530670e+01,1.902649781641831739e+00
1.037592592592592524e+02,9.406513409961685568e+01,1.899686059372688529e+00
1.038939974457215811e+02,9.397254150702426045e+01,1.881152180707343025e+00
1.038512132822477696e+02,9.391890166028096587e+01,1.888575846589059637e+00
1.034482758620689680e+02,9.391123882503192988e+01,1.913195843322705647e+00
1.034661558109833948e+02,9.375606641123881957e+01,1.897758315221892422e+00
1.036883780332056233e+02,9.465644955300128061e+01,1.940865096140254931e+00
1.036500638569604149e+02,9.447765006385695585e+01,1.924710704195010003e+00
1.039776500638569559e+02,9.474840357598978358e+01,1.898275992737884277e+00
1.034604086845466213e+02,9.392592592592592382e+01,1.920978252242935058e+00
1.035408684546615632e+02,9.384610472541507420e+01,1.900229858888786039e+00
1.038793103448275872e+02,9.407854406130267932e+01,1.910187012076503654e+00
1.038607918263090681e+02,9.406385696040868538e+01,1.898005556721900300e+00
1.034782886334610481e+02,9.399680715197956715e+01,1.915890439815769675e+00
1.036187739463601503e+02,9.413154533844189586e+01,1.913807084538666992e+00
1.036954022988505812e+02,9.401660280970625649e+01,1.914608143759980230e+00
1.036679438058748417e+02,9.420625798212005009e+01,1.918714821472608856e+00
1.038358876117496834e+02,9.446679438058748701e+01,1.924552683970718769e+00
1.040440613026819960e+02,9.440613026819923448e+01,1.894866955402619180e+00
1.038927203065134108e+02,9.477011494252873547e+01,1.924136469269672300e+00
1.037937420178799499e+02,9.432758620689655515e+01,1.916597277385558185e+00
1.037765006385696012e+02,9.445338441890166337e+01,1.915528648607780493e+00
1.038492975734355070e+02,9.398786717752234665e+01,1.881484336643148847e+00
1.034827586206896513e+02,9.424201787994891788e+01,1.927147443878086674e+00
1.036111111111111143e+02,9.363601532567049901e+01,1.884243058142957228e+00
1.041226053639846754e+02,9.421775223499361118e+01,1.850475331499314979e+00
1.037305236270753568e+02,9.446679438058748701e+01,1.927337735784509620e+00
1.037164750957854409e+02,9.416411238825031660e+01,1.903892572550864415e+00
1.035970625798211984e+02,9.428927203065134677e+01,1.931791340548155489e+00
1.036162196679438097e+02,9.425989782886334467e+01,1.909800958028471829e+00
1.036455938697317976e+02,9.413090676883780361e+01,1.912644552490737837e+00
1.035689655172413808e+02,9.371392081736910029e+01,1.890537397692882760e+00
1.040555555555555571e+02,9.433780332056194595e+01,1.910533477342877484e+00
1.036775223499361402e+02,9.416347381864623856e+01,1.912678996005281018e+00
1.039463601532567054e+02,9.464240102171136471e+01,1.918417180729149907e+00
1.038173690932311644e+02,9.465134099616858521e+01,1.914430338365704642e+00
1.036347381864623287e+02,9.475351213282247897e+01,1.934937775198869669e+00
1.039016602809706313e+02,9.471328224776500804e+01,1.922760392242544469e+00
1.037982120051085531e+02,9.436462324393359324e+01,1.906800598284923876e+00
1.038780332056194169e+02,9.460983397190294397e+01,1.909875258051131119e+00
1.036775223499361402e+02,9.392911877394635667e+01,1.901032754214502685e+00
1.036091954022988517e+02,9.430459770114941875e+01,1.908920690198175230e+00
1.041604774535808957e+02,9.432625994694960525e+01,1.889489870415053563e+00
1.041452254641909860e+02,9.421551724137931672e+01,1.889309598190124007e+00
1.039602122015915171e+02,9.421153846153846700e+01,1.898385090665471120e+00
1.040862068965517295e+02,9.443435013262599398e+01,1.898044222949082371e+00
1.036843501326259940e+02,9.411803713527851301e+01,1.919831098479956033e+00
1.037579575596816994e+02,9.407161803713528059e+01,1.918896256389637456e+00
1.038501326259946893e+02,9.414124668435013632e+01,1.910073684129520277e+00
1.038786472148541122e+02,9.399602122015915029e+01,1.899825391158028509e+00
1.037546419098143247e+02,9.396949602122015222e+01,1.898950905667014855e+00
1.036624668435013206e+02,9.411803713527851301e+01,1.918495593306813074e+00
1.038149867374005311e+02,9.411604774535808815e+01,1.909647838735753167e+00
1.038547745358090140e+02,9.440318302387268545e+01,1.932366368474214724e+00
1.037911140583554328e+02,9.453580901856763319e+01,1.936527229664311234e+00
1.040683023872679058e+02,9.469164456233421845e+01,1.921747810265147738e+00
1.041518567639257355e+02,9.475000000000000000e+01,1.919441687350684544e+00
1.043242705570291804e+02,9.467572944297081960e+01,1.895178779338581254e+00
1.042798408488063728e+02,9.442904509283819436e+01,1.885706851689031849e+00
1.041936339522546433e+02,9.434681697612731455e+01,1.883292291268482632e+00
1.042354111405835511e+02,9.428448275862068328e+01,1.896318797757975183e+00
1.038793103448275872e+02,9.411538461538461320e+01,1.914122142868773135e+00
1.040517241379310320e+02,9.410278514588858911e+01,1.891543021756777687e+00
1.036836870026525190e+02,9.408819628647215438e+01,1.930957061185984314e+00
1.038236074270557054e+02,9.403514588859415824e+01,1.918692580319655949e+00
1.040112732095490742e+02,9.407029177718833068e+01,1.888524838418917717e+00
1.036962864721485431e+02,9.395954907161804215e+01,1.910808322090192579e+00
1.036697612732095450e+02,9.413992042440318642e+01,1.925380893179340136e+00
1.036889920424403186e+02,9.383156498673740487e+01,1.913853335619424723e+00
1.037904509283819579e+02,9.414522546419098603e+01,1.914551233374804706e+00
1.038003978779840821e+02,9.400994694960212428e+01,1.907661410350919740e+00
1.036657824933686953e+02,9.424469496021220039e+01,1.914868732158799158e+00
1.037679045092838237e+02,9.435875331564986368e+01,1.929392135598637203e+00
1.036326259946949619e+02,9.407161803713528059e+01,1.915505836456837141e+00
1.038753315649867375e+02,9.435477453580901397e+01,1.921944978375980551e+00
1.040881962864721544e+02,9.432360742705570544e+01,1.894078589024784876e+00
1.037805039787798478e+02,9.428580901856763319e+01,1.934547329985937258e+00
1.037400530503978757e+02,9.422214854111405202e+01,1.913896044032405985e+00
1.038700265251989379e+02,9.448740053050397592e+01,1.931052491376190616e+00
1.040159151193633988e+02,9.443899204244031864e+01,1.908434115771719730e+00
1.038368700265252045e+02,9.434416445623341474e+01,1.916619426077566413e+00
1.038461538461538396e+02,9.426392572944297399e+01,1.912415505320306242e+00
1.038441644562334147e+02,9.432294429708223049e+01,1.904514879461479904e+00
1.039496021220159179e+02,9.422811671087532659e+01,1.903166650979103647e+00
1.038521220159151142e+02,9.408885941644562934e+01,1.897255373235837705e+00
1.038362068965517295e+02,9.395822281167109224e+01,1.903506103983497066e+00
1.038859416445623367e+02,9.402519893899204817e+01,1.899313359377334809e+00
1.039197612732095450e+02,9.411671087533156310e+01,1.896194752819545970e+00
1.043408488063660542e+02,9.426458885941644894e+01,1.844746469585894832e+00
1.037155172413793167e+02,9.386737400530503805e+01,1.899216014698597021e+00
1.042539787798408497e+02,9.431167108753315631e+01,1.911071842836302270e+00
1.036545092838196354e+02,9.391511936339522038e+01,1.911207760148281753e+00
1.036465517241379359e+02,9.392705570291776951e+01,1.916372264703066985e+00
1.039966843501326252e+02,9.386870026525198796e+01,1.885691379959838265e+00
1.038607427055702885e+02,9.415450928381963536e+01,1.908141459028902753e+00
1.043090185676392565e+02,9.442970822281166932e+01,1.863112239075418008e+00
1.039502652519893928e+02,9.436803713527851301e+01,1.914580703462227973e+00
1.039283819628647194e+02,9.399469496021220039e+01,1.905113800899556953e+00
1.040046419098143247e+02,9.441379310344827047e+01,1.916016166538428100e+00
1.039078249336869959e+02,9.435344827586206407e+01,1.928013433651293518e+00
1.037055702917771924e+02,9.413594164456233671e+01,1.934212522626163722e+00
1.036850132625994689e+02,9.395755968169761729e+01,1.910187441119397533e+00
1.036671087533156452e+02,9.371551724137931672e+01,1.903189978476158783e+00
1.038534482758620641e+02,9.380106100795755708e+01,1.905005318314073604e+00
1.036704244031830200e+02,9.401724137931034875e+01,1.924908696666612240e+00
1.034423076923076934e+02,9.378116710875332274e+01,1.914674098643526445e+00
1.037095490716180421e+02,9.364787798408488584e+01,1.894805682283401849e+00
1.038441644562334147e+02,9.375265251989389981e+01,1.886173065790191394e+00
1.037652519893899239e+02,9.386273209549071339e+01,1.902173653370223594e+00
1.037340848806366012e+02,9.361206896551723844e+01,1.892709044226228876e+00
1.036976127320954930e+02,9.359880636604773940e+01,1.890961135460238030e+00
1.037420424403183006e+02,9.349734748010610019e+01,1.891948368872669262e+00
1.044290450928381944e+02,9.402586206896552312e+01,1.838859769335458250e+00
1.036969496021220181e+02,9.373872679045092582e+01,1.897565219823820204e+00
1.038759946949602124e+02,9.389787798408488584e+01,1.893880737004705939e+00
1.040828912466843548e+02,9.433156498673740487e+01,1.911390417056098467e+00
1.038866047745358117e+02,9.385278514588858911e+01,1.902594645309380050e+00
1.040119363395225491e+02,9.433023872679045496e+01,1.914920724308239564e+00
1.039555702917771924e+02,9.406034482758620641e+01,1.907687541999253167e+00
1.040179045092838237e+02,9.419562334217506816e+01,1.899677541642004197e+00
1.040775862068965552e+02,9.436472148541113825e+01,1.911777479441993943e+00
1.041518567639257355e+02,9.468368700265251903e+01,1.910851393993022729e+00
1.040484084880636573e+02,9.425198938992042486e+01,1.907791576495924346e+00
1.037705570291777235e+02,9.422082228116710212e+01,1.905445611578533871e+00
1.041399204244031864e+02,9.414124668435013632e+01,1.891302620404280876e+00
1.041120689655172384e+02,9.460278514588858911e+01,1.918942709687069259e+00
1.040291777188328979e+02,9.409681697612731455e+01,1.894663301458050952e+00
1.039310344827586192e+02,9.429111405835543280e+01,1.915335805805510994e+00
1.039005305039787856e+02,9.407957559681698001e+01,1.917783966677483409e+00
1.037619363395225491e+02,9.395092838196286777e+01,1.907230963621465936e+00
1.036671087533156452e+02,9.434217506631300409e+01,1.933296842688702943e+00
